name,status
Erik Adtrada Ritonga," Bupati Labuhanbatu"
Ellya Rosa Siregar," Wakil Bupati Labuhanbatu"
Andi Suhaimi Dalimunthe," Mantan Bupati Labuhanbatu"
Ari Wibowo," Ketua Fraksi Gerindra DPRD Sumatera Utara"
Meika Riyanti Siregar," Ketua DPRD Labuhanbatu"
Abdul Karim Hasibuan," Wakil Ketua DPRD Labuhanbatu"
Ade Parlaungan Nasution," Rektor Universitas Labuhanbatu"
Faisal Amri Siregar," Mantan Plt. Kepala Dinas PMPTSP"
