name,status
Ryan Kono," Wakil Wali Kota Gorontalo"
Adhan Dambea," Anggota DPRD Provinsi Gorontalo"
Idris Rahim," Mantan Wakil Gubernur Gorontalo"
Paris Jusuf," Ketua DPRD Provinsi Gorontalo"
