name,status
Nasrudin Azis," Wali Kota Cirebon"
Eti Herawati," Wakil Wali Kota Cirebon"
M Handarujati Kalamullah," Wakil Ketua DPRD Kota Cirebon"
Fitria Pamungkaswati," Ketua DPD PDIP Kota Cirebon"
