name,status
Suhatri Bur," Bupati Padang Pariaman"
Rahmang," Wakil Bupati Padang Pariaman"
Tri Suryadi," Mantan Anggota DPRD Sumbar"
Sitti Izzati Aziz," Anggota DPRD Sumbar"
Jempol.," Anggota DPRD Sumbar"
Muhammad Ikhbal," Anggota DPRD Sumbar"
Yohanes Wempi," Politisi PKS"
Endarmy," Politisi Nasdem"
Kompol. Tosriadi Jamal," Politisi Golkar"
