name,status
Genius Umar," Wali Kota Pariaman"
Mardison Mahyuddin," Wakil Wali Kota Pariaman"
Martias Mahyuddin," Mantan Wakil Bupati Padang Pariaman"
Muhamad Ridwan," Anggota Dewan Perwakilan Rakyat Daerah Provinsi Sumatera Barat"
Mahyuddin," Mantan Walikota Pariaman"
Anwar Effendi Datuak Putiah," pengusaha dan wakil ketua LKAAM Kab Padang Pariaman"
