name,status
Muhammad Bobby Afif Nasution Walikota Medan,
Aulia Rachman Wakil Walikota Medan,
T. Bahrumsyah Wakil DPRD Kota Medan.,
Akbar Buchari," Mantan Anggota DPRD Sumatera Utara"
Syahganda Nainggolan," Politikus."
