name,status
Muhammad Rusli," Wakil Bupati Tanah Bumbu"
Syafruddin H. Maming," Mantan Anggota DPR RI"
Alpiya Rahman," Mantan Wakil Ketua I DPRD Tanah Bumbu"
Supiansyah," Ketua DPRD Tanah Bumbu"
Samsani," Mantan Komisioner KPUD Tanah Bumbu"
Difriadi Darjat," Anggota DPR RI"
M Syarifuddin," Ketua DPD PDIP Kalimantan Selatan"
Muhammad Yani Helmi," Anggota DPRD Kalsel"
Sudian Noor," Muhammad Rusli"
