name,status
Syarif Hadler," Wakil Wali Kota Ambon"
Lucky Wattimury," Mantan Ketua DPRD Provinsi Maluku"
Anthony Gustaf Latuheru," mantan Sekretaris Daerah Kota Ambon"
Abdul Aziz Arbi," mantan Anggota DPR-RI"
