name,status
Kasmarni," Bupati Bengkalis"
Bagus Santoso," Wakil Bupati Bengkalis"
Indra Gunawan Eet," Mantan Ketua DPRD Riau"
Abi Bahrun," Mantan Anggota DPRD Kab. Bengkalis"
Khairul Umam," Ketua DPRD Kab. Bengkalis"
Samsu Dalimunthe," Mantan Anggota DPRD Bengkalis"
Al Azmi," Anggota DPRD Kab. Bengkalis"
Hendry Munief," Politikus PKS"
Mira Roza," Anggota DPRD Riau"
Iwandi," Anggota DPRD Riau"
Masuri," Mantan Ketua Umum Kadin Bengkalis"
