name,status
Suharso,Tokoh Masyarakat
Teguh Rusiana Merdeka," Wakil Ketua DPRD Kabupaten Cirebon"
Imron Rosyadi," Bupati Cirebon"
Wahyu Tjiptaningsih," Wakil Bupati Cirebon"
Mohammad Luthfi," Ketua DPRD Kabupaten Cirebon"
Asep Zaenudin Budiman," Ketua DPD Partai NasDem"
Muali," Ketua Forum Komunikasi Kuwu Cirebon (FKKC)"
Ismiyatul Fatihiyah Yusuf," Anggota DPRD Kabupaten Cirebon Fraksi Partai Kebangkitan Bangsa"
