name,status
Ratna Machmud," Bupati Musi Rawas"
Suwarti," Wakil Bupati Musi Rawas"
KH. Bahana Jaalhaq Taqwallah," Ketua BAZNAS Kab. Musi Rawas"
Sulaiman Kohar," Wakil Wali Kota Lubuklinggau"
Zabur Nawawi," Staf Ahli Bupati Musi Rawas Bidang Investasi"
Raynaldi Akbar Nugraha," Angggota DPRD Kab.Musirawas"
