name,status
Muslim Hasballah," Mantan Bupati Aceh Timur"
Syahrul Syamaun (Linud)," Mantan Wakil Bupati Aceh Timur"
Hamdani Hasan," Ketua KPA wilayah Peureulak"
Ridwan Abubakar (Nek Tu)," Anggota DPR Aceh"
Zulfadli Aiyub (Keupiyah Seuke)," Ketua PA Aceh Timur"
Abdul Rani (Polem)," mantan Calon Wakil Bupati Aceh Timur"
