name,status
Waris Thalib," Wali Kota Tanjungbalai"
Mahyaruddin Salim," Anggota DPRD Provinsi Sumatera Utara"
Ismail Marpaung," Mantan Wakil Wali Kota Tanjungbalai"
Eka Hadi Sucipto," Mantan Ketua DPRD Tanjungbalai"
