name,status
Cory Sriwaty Sebayang," Bupati Karo"
Theopilus Ginting," Wakil Bupati Karo"
Iwan Sembiring Depari," Advokat"
Iriani Br. Tarigan," Ketua DPRD Kab. Karo"
Imanuel Sembiring," Anggota DPRD Kab. Karo"
Ingan Amin Barus," Anggota DPRD Sumut"
Siti Aminah Perangin-angin," Mantan Ketua DPRD Kab. Karo"
Han Fernandes Sinulingga," Politisi PDIP"
