name,status
Satika Simamora," Ketua TP PKK Kabupaten Tapanuli Utara 2014-2024"
Erikson Sianipar," Putra Daerah Asal Tapanuli Utara"
Jonius Taripar Hutabarat," Anggota DPRD Sumatera Utara 2019-2024"
