name,status
Bambang Pudjiyanto," Wakil Bupati Grobogan"
Icek Baskoro," Mantan Wakil Bupati Grobogan"
Edy Wuryanto," Anggota DPR RI"
A. Baginda Muhammad Mahfuz H.," Anggota DPRD Jateng"
Sardjono.," Mantan Anggota DPRD Kab. Grobogan"
Mukhlisin," Anggota DPRD Kab. Grobogan"
Agus Siswanto," Ketua DPRD Kab. Grobogan"
Setiawan Djoko Purwanto," Anggota DPRD Kab. Grobogan"
Mochammad Fatah," Wakil Ketua III DPRD Kab. Grobogan"
Sugeng Prasetyo," Wakil Ketua II DPRD Kab. Grobogan"
