name,status
Achmad Fahmi," Wali Kota"
Andri Setiawan Hamami," Wakil Wali Kota"
H. Mulyono," Anggota DPRD Kota Sukabumi"
Kamal Suherman," Ketua DPRD Kota Sukabumi"
Olga Pragosta," Sekretariat BPKPD"
Dedi R wijaya," Ketua DPC Gerindra Kota Sukabumi"
