name,status
"Ahmad Susanto ","  KONI Kota Makassar"
Syamsu Rizal," Mantan Wakil Wali Kota Makassar"
Tamsil Linrung," Anggota DPD RI"
Aliyah Mustika Ilham," Anggota DPR-RI"
A. Rachmatika Dewi Yustitia Iqbal," Anggota DPRD Sulsel"
Imam Fauzan A. Uskara," Ketua DPW PPP Sulsel"
Rudianto Lallo," Ketua DPRD Kota Makassar"
Nelson Marnanse Kamisi," Mantan Anggota DPRD Kota Makassar"
