name,status
Dadang Supriatna," Bupati Bandung"
Sahrul Gunawan," Wakil Bupati Bandung"
Gun Gun Gunawan," Mantan Wakil Bupati Bandung"
Kurnia Agustina Dadang Naser," Mantan Ketua TP. PKK Kabupaten Bandung"
Dr. Barkah Rosadi," Ketua STIA Bandung"
Yayat Hidayat," Wakil Ketua DPRD Kab. Bandung"
Cucun Ahmad Syamsurijal," Anggota DPR-RI"
Agung Yansusan," Anggota DPRD Kab. Bandung"
Cucu Sugyati," Anggota DPRD Prov. Jabar"
Dadang Kurniawan," Anggota DPRD Prov. Jabar"
