name,status
Zahir," Bupati Batu Bara"
Oky Iqbal Frima," Wakil Bupati Batu Bara"
Darwis," Mantan Cabup 2018"
M. Safi’i," Ketua DPRD Batu Bara"
Fahri Iswahyudi," Anggota DPRD Batu Bara"
Citra Muliadi Bangun," Anggota DPRD Batu Bara"
Yahdi Khoir Harahap," Anggota DPRD Sumut"
Ahmad Hadian," Anggota DPRD Sumut"
