name,status
Handayani," anggota DPR RI 2014-2019"
Mashuri," Bupati Merangin 2021-2023"
M. Syukur," anggota DPD RI tiga periode 2009-2024"
Nalim," Bupati Merangin 2008-2013"
Nilwan Yahya," Wakil Bupati Merangin 2022-2023"
Pinto Jayanegara," Wakil Ketua DPRD Provinsi Jambi 2019-2024"
