name,status
Hanafiah," Wakil Bupati Nunukan"
Andi Muhammad Akbar," Wakil Ketua II DPRD Kaltara"
Andi Hamzah.," Wakil Ketua I DPRD Kaltara"
Muhammad Nasir.," Anggota DPRD Kaltara"
Irwan Sabri," Mantan Wakil Ketua I DPRD Nunukan"
Danni Iskandar," Anggota DPRD Nunukan"
Burhanuddin," Wakil Ketua III DPRD Nunukan"
Kasman Karim," Kader PKS"
Asni Hafid," Anggota DPD RI"
Basri.," Ketua DPD PAN Nunukan"
