name,status
Imanuel Seipalla," mantan Wakil Bupati Maluku Tengah"
Marlatu Laurence Leleury," mantan Wakil Bupati Maluku Tengah"
Jusuf Latuconsina," mantan Sekretaris Daerah Kabupaten Maluku Tengah"
Hamzah Sangadji," mantan Anggota DPR-RI"
Mozes Rudi Frans Timisela," Mantan Anggota DPR Papua Barat"
Lucky Wattimury," Mantan Ketua DPRD Provinsi Maluku"
