name,status
Faisal Andi Sapada," Wakil Wali Kota Parepare 2013–2018[2]"
Erna Rasyid Taufan," Ketua Tim Penggerak PKK 2013–2023[2]"
Taqyuddin Djabbar," Ketua IKA Universitas Hasanuddin Parepare 2023–2027[2]"
Surianto," Ketua PMI Parepare 2021–2025[3]"
Shafwan MR," ASN Kementerian PUPR[4]"
