name,status
Saiful Arifin," Wakil Bupati Pati"
Marwan Jafar," Anggota DPR RI PKB"
H. Endro Dwi Cahyono," ST"
Sudewo," Anggota DPR RI Partai Gerindra"
Ali Badrudin," Ketua DPRD Pati"
Bambang Supriyono," Notaris"
