name,status
Hendra Hemeto," Wakil Bupati Gorontalo"
Adhan Dambea," Anggota DPRD Provinsi Gorontalo"
Mochtar Mohamad," Mantan Wali Kota Bekasi"
Rustam HS Akili," Mantan Ketua DPRD Provinsi Gorontalo"
