name,status
Marhaen Djumadi," Plt Bupati Nganjuk"
Ulum Basthomi," Wakil Ketua DPRD Kab. Nganjuk"
Mohammad Suryo Alam," Mantan Anggota DPR-RI"
Budiono.," Mantan Sekda Kab. Nganjuk"
Raditya Haria Yuangga," Wakil Ketua DPRD Kab. Nganjuk"
Imam Makruf," Anggota DPRD Prov. Jawa Timur"
