name,status
Dulmusrid," Mantan Bupati Aceh Singkil"
Sazali," Mantan Wakil Bupati Aceh Singkil"
Safriadi Manik," Wakil Ketua DPRK Aceh Singkil"
Nurdin Ramli," Mantan Panglima GAM Wilayah Singkil"
Asmidar," Ketua DPW Partai Aceh Kabupaten Aceh Singkil"
Juliadi Bancin," Mantan Wakil Ketua DPRK Aceh Singkil"
Makdan Sagala," Ketua Harian DPW PNA Kabupaten Aceh Singkil"
