name,status
Amos Yikwa," mantan Wakil Bupati Tolikara"
Dinus Wanimbo," mantan Wakil Bupati Tolikara"
Yop Kogoya," mantan Wakil Ketua Dewan Perwakilan Rakyat Papua"
