name,status
Irvansyah Asmat/Jivan," mantan DPR RI 2009-2014"
Aden Abdul Khaliq," mantan Anggota DPRD Banten"
Jazuli Juwaini," Anggota DPR-RI"
Intan Nurul Hikmah," mantan Wakil Ketua DPRD Kabupaten Tangerang"
Mad Romli," Wakil Bupati Tangerang"
