name,status
Heroe Poerwadi," Mantan Wakil Wali Kota Yogyakarta"
Prabukusuma," Mantan Ketua DPD Partai Demokrat DIY"
Imam Priyono," Mantan Wakil Wali Kota Yogyakarta"
Yudhaningrat," Mantan Kepala Satpol PP Provinsi DIY"
Afnan Hadikusumo," Anggota DPD RI dan tokoh Muhammadiyah (cucu Ki Bagus Hadikusumo).[2][3]"
Bambang Atmanto Wiyogo," Mantan Ketua Umum BPP HIPMI"
Tri Kirana Muslidatun," Istri dari Haryadi Suyuti.[4]"
