name,status
Adi Gunawan," Mantan Bupati Dharmasraya"
Elviana," Anggota DPD RI"
Rosandi Sanjaya Putra," Ketua DPC Gerindra Dharmasraya"
Deded Pratama," Ulama"
Amrizal Datuk Rajo Medan," Mantan Wakil Bupati Dharmasraya"
Leli Arni," Anggota DPRD Sumbar"
Widayatmo," Ketua DPD PKS Dharmasraya"
Yosrisal," Mantan Cawabup Dharmasraya 2020"
AMRIZAL," SH"
