name,status
Syah Afandin," Pelaksana Tugas Bupati Langkat"
Rudi Hartono Bangun," Anggota DPR-RI"
Edi Bahagia," Anggota DPRD Langkat"
Ralin Sinulingga," Wakil Ketua DPRD Langkat"
Ajie Karim," Anggota DPRD Sumut"
Rizky Yunanda Sitepu," Wakil Wali Kota Binjai"
Wendy Isman Sitepu," Direktur PT Delia Oka Arjuna"
M Mas’ud," Advokat"
Ricky Anthony," Anggota DPRD Sumut"
Delia Pratiwi Sitepu," Anggota DPR-RI"
Djohar Arifin Husein," Mantan Ketua Umum PSSI"
