name,status
Anna Mu'awanah," Bupati Bojonegoro"
Budi Irawanto," Wakil Bupati Bojonegoro"
Soehadi Moeljono," Mantan Sekda Bojonegoro"
M Thobahul Aftoni," Ketua Bidang Pemuda DPP PPP"
Didik Mukrianto," Anggota DPR RI"
Fauzan Fu’adi," Anggota DPRD Jatim"
Akmal Budianto," Wakil Ketua KONI Jawa Timur"
Subekhan," Kades desa Mulyorejo"
Nurul Azizah," Sekda Bojonegoro"
Sukur Priyanto," Wakil Ketua I DPRD Bojonegoro"
KRT Sudawam," Kades Pelem"
Mitroatin," Wakil Ketua III DPRD Bojonegoro"
