name,status
Hendri Yanto Sitorus," Bupati Labuhanbatu Utara"
Samsul Tanjung," Wakil Bupati Labuhanbatu Utara"
Ali Tambunan," Mantan Ketua DPRD Labura"
Darwin Halomoan Tanjung," Anggota DPRD Labura"
Muhammad Rafiq," Wakil Ketua I Ketua DPRD Labura"
Yusrial Suprianto Pasaribu," Ketua DPC PKB Labura"
Zeira Salim Ritonga," Anggota DPRD Sumut"
Dedi Iskandar," Anggota DPRD Sumut"
Edi Susanto Ritonga," Anggota DPRD Sumut"
