name,status
Kustini Sri Purnomo," Bupati Sleman (2020-2024)"
Harda Kiswaya," Sekretaris daerah Kabupaten Sleman"
Kaesang Pangarep," Pengusaha[3]"
Yuni Astuti," Politikus Partai Gerindra dan Ketua Komandan Koti Mahatidana Pemuda Pancasila DIY[4]"
