name,status
Parosil Mabsus," Mantan Bupati Lampung Barat"
Mad Hasnurin," Mantan Wakil Bupati Lampung Barat"
Edy Irawan Arief," Ketua DPD Partai Demokrat Lampung"
Edi Novial," Ketua DPRD Lampung Barat"
Ismun Zani," Anggota DPRD Lampung Barat"
Erwansyah," Wakil Ketua DPRD Lampung Barat"
Mirzalie," Anggota DPRD Prov. Lampung"
Dadang Sumpena," Anggota DPRD Prov. Lampung"
Ulul Azmi Soltiansa," Mantan Anggota DPRD Lampung Barat"
Sutikno," Wakil Ketua DPRD Lampung Barat"
