name,status
Hamsuardi," Bupati Pasaman Barat"
Risnawanto," Wakil Bupati Pasaman Barat"
M. Ihpan," Anggota DPRD Provinsi Sumatera Barat"
Akmaluddin Batubara," Mantan Kakorsis SPN Polda Sumut"
Azwir Nasution," Mantan Kabagbinkar RoSDM Polda Sumbar"
Arsyad Lubis," Mantan Anggota DPRD Kab. Solok"
Muslim Siregar," Mantan Pabung Kodim 0305/Pasaman"
