name,status
Ami Taher," Wakil Bupati Kerinci"
Syafril Nursal," Purnawirawan Polri"
Nazali Lempo," Purnawirawan TNI-AL"
Rizal Djalil," Mantan Ketua BPK RI"
Edminuddin," Ketua DPRD Kab Kerinci"
Yuldi Herman," Wakil Ketua DPRD Kab Kerinci"
Monadi," Mantan Cabup Kerinci 2018 dan Anak Mantan Bupati Kerinci"
Cori Siska," Pengusaha Nasional"
Fadli Sudria," Anggota DPRD Prov Jambi"
Boy Edwar," Wakil Ketua DPRD Kab Kerinci"
Tafyani Kasim," Direktur PT. Andalas Mitra Sejati"
