name,status
Sarkawi," Mantan Bupati Bener Meriah"
Dailami," Mantan Wakil Bupati Bener Meriah"
Baharuddin Usman (Abu Buntul)," Ketua DPW Partai Aceh Kabupaten Bener Meriah"
Edy Zulkifli," Anggota DPRK Bener Meriah"
