name,status
Dominggus Mandacan," mantan Gubernur Papua Barat"
Paulus Waterpauw," Pj Gubernur Papua Barat"
Mohamad Lakotani," mantan Wakil Gubernur Papua Barat"
Matias Mairuma," mantan Bupati Kaimana"
Markus Waran," Bupati Manokwari Selatan"
Yosias Saroy," Bupati Pegunungan Arfak"
Wahidin Puarada," mantan Bupati Fakfak"
Mohammad Uswanas," mantan Bupati Fakfak"
George Celcius Auparay," mantan Sekretaris Daerah Provinsi Papua Barat"
Ismail Sirfefa," mantan Wakil Bupati Kaimana"
