name,status
Idris Rahim," Mantan Wakil Gubernur Gorontalo 2012-22"
Marten Taha," Wali Kota Gorontalo"
Danny Pomanto," Wali Kota Makassar"
Syarif Mbuinga," Mantan Bupati Pohuwato"
Nelson Pomalingo," Bupati Gorontalo"
Hamim Pou," Bupati Bone Bolango"
Rachmad Gobel," Wakil Ketua Dewan Perwakilan Rakyat 2019-24"
Sandiaga Uno," Menteri Pariwisata dan Ekonomi Kreatif"
Adhyaksa Dault," Mantan Ketua Kwartir Nasional Gerakan Pramuka"
