name,status
Murad Ismail," Gubernur Maluku"
Barnabas Orno," Wakil Gubernur Maluku"
Abdullah Tuasikal," Anggota DPR RI"
Ramly Umasugi," Bupati Buru"
Anderias Rentanubun," Mantan Bupati Maluku Tenggara"
Hendrik Lewerissa," Anggota DPR RI"
Mercy Chriesty Barends," Anggota DPR RI"
Sa'adiah Uluputty," Anggota DPR RI"
Febry Calvin Tetelepta," Deputi I Kantor Staf Presiden"
