name,status
Mathius Awoitauw," Mantan Bupati Jayapura"
Tonny Tesar," Mantan Bupati Kepulauan Yapen"
Benhur Tomi Mano," Mantan Wali Kota Jayapura"
Zadrak Wamebu," Mantan Wakil Bupati Jayapura"
Eduard Fonataba," Mantan Bupati Sarmi"
Mesak Manibor," Mantan Bupati Sarmi"
Herry Ario Naap," Bupati Biak Numfor"
Boy Markus Dawir," Anggota DPRD Papua"
Kristhina R. I. Luluporo," Anggota DPRD Papua"
Toenjes Swansen Maniagasi," Direktur Eksekutif Komunitas Demokrasi Papua"
