name,status
Zainal Arifin Paliwang," Gubernur Kalimantan Utara"
Yansen Tipa Padan," Wakil Gubernur Kalimantan Utara"
Irianto Lambrie," Mantan Gubernur Kalimantan Utara"
Marthin Billa," Anggota DPD-RI"
Syamsuddin Arfah," Anggota DPRD Kaltara"
Asmin Laura Hafid," Bupati Nunukan"
Khairul," Wali Kota Tarakan"
Deddy Yevri Hanteru Sitorus," Anggota DPR RI"
