name,status
Mesakh Mirin," anggota DPR-RI periode 2019-2024 dari Dapil Papua dan kader PAN[2]"
Befa Yigibalom," Bupati Lanny Jaya dan kader Partai NasDem[3]"
John Tabo," Bupati Mamberamo Raya dan kader Partai Golkar[4]"
Usman Wanimbo," mantan Bupati Tolikara dan kader Partai Amanat Nasional"
John Wempi Wetipo," Wakil Menteri Dalam Negeri Indonesia dan kader Partai Demokrasi Indonesia Perjuangan"
Yop Kogoya," mantan Wakil Ketua Dewan Perwakilan Rakyat Papua"
