name,status
Eltinus Omaleng," Bupati Mimika[2]"
Anselmus Petrus Youw," Mantan Bupati Nabire"
Henok Ibo," Mantan Bupati Puncak Jaya"
Blasius Adolf Pakage," Mantan Pejabat Bupati Deiyai"
Irjen. Pol. (Purn.) Pietrus Waine," mantan Wakapolda Papua Barat"
Ananias Pigai," mantan Anggota Dewan Perwakilan Rakyat Papua"
Natalis Tabuni," Mantan Bupati Intan Jaya"
Isaias Douw," Mantan Bupati Nabire"
Willem Wandik," Bupati Puncak"
