kel_id,kel_name,kec_id,kec_name,kab_id,kab_name,prov_id,prov_name
11111111,ALUE BAGOK,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
11111112,ALUE BATEE,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
11111113,ALUE SUNDAK,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
11111114,ARONGAN,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
11111115,COT BULOH,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
11111116,COT JURUMUDI,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
11111117,COT KUMBANG,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
11111118,DRIEN RAMPAK,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
11111119,GUNONG PULO,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
111111110,KARANG HAMPA,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
1131132210,BLANG PREH,11322,SIMPANG TIGA,13,ACEH BESAR,1,ACEH
111111120,SEUNEUBOK TEUNGOH,1111,ARONGAN LAMBALEK,11,ACEH BARAT,1,ACEH
11111121,ALUE BAKONG,1112,BUBON,11,ACEH BARAT,1,ACEH
11111122,ALUE LHOK,1112,BUBON,11,ACEH BARAT,1,ACEH
11111123,BEURAWANG,1112,BUBON,11,ACEH BARAT,1,ACEH
11111124,BLANG SIBEUTONG,1112,BUBON,11,ACEH BARAT,1,ACEH
11111125,COT KEUMUNENG,1112,BUBON,11,ACEH BARAT,1,ACEH
11111126,COT LADA,1112,BUBON,11,ACEH BARAT,1,ACEH
11111127,GUNONG PANAH,1112,BUBON,11,ACEH BARAT,1,ACEH
11111128,KUALA PLING,1112,BUBON,11,ACEH BARAT,1,ACEH
11111129,KUTA PADANG,1112,BUBON,11,ACEH BARAT,1,ACEH
111111210,LAYUNG,1112,BUBON,11,ACEH BARAT,1,ACEH
111111211,LICEH,1112,BUBON,11,ACEH BARAT,1,ACEH
111111212,PEULANTEU SP,1112,BUBON,11,ACEH BARAT,1,ACEH
111111213,RAMBONG,1112,BUBON,11,ACEH BARAT,1,ACEH
111111112,BUBON,11111,WOYLA BARAT,11,ACEH BARAT,1,ACEH
111111114,KAWAY XVI,11111,WOYLA BARAT,11,ACEH BARAT,1,ACEH
111111115,MEUREUBO,11111,WOYLA BARAT,11,ACEH BARAT,1,ACEH
111111116,PANTE CEUREUMEN,11111,WOYLA BARAT,11,ACEH BARAT,1,ACEH
111111117,PANTON REU,11111,WOYLA BARAT,11,ACEH BARAT,1,ACEH
111111118,SAMATIGA,11111,WOYLA BARAT,11,ACEH BARAT,1,ACEH
111111121,ARONGAN LAMBALEK,11112,WOYLA TIMUR,11,ACEH BARAT,1,ACEH
111111122,BUBON,11112,WOYLA TIMUR,11,ACEH BARAT,1,ACEH
111111123,JOHAN PAHLAWAN,11112,WOYLA TIMUR,11,ACEH BARAT,1,ACEH
111111125,MEUREUBO,11112,WOYLA TIMUR,11,ACEH BARAT,1,ACEH
111111126,PANTE CEUREUMEN,11112,WOYLA TIMUR,11,ACEH BARAT,1,ACEH
111111127,PANTON REU,11112,WOYLA TIMUR,11,ACEH BARAT,1,ACEH
111111214,SEUMULENG,1112,BUBON,11,ACEH BARAT,1,ACEH
111111215,SEUNEUBOK TRAP,1112,BUBON,11,ACEH BARAT,1,ACEH
111111216,SUAK PANGKAT,1112,BUBON,11,ACEH BARAT,1,ACEH
111111217,ULEE BLANG,1112,BUBON,11,ACEH BARAT,1,ACEH
11111131,ACEH I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11111132,ACEH II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11111133,BALI,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11111134,BANTEN I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11111135,BANTEN II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11111136,BANTEN III,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11111137,BENGKULU,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11111138,DAERAH ISTIMEWA YOGYAKARTA,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11111139,DKI JAKARTA I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111310,DKI JAKARTA II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111311,DKI JAKARTA III,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111312,GORONTALO,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111313,JAMBI,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111314,JAWA BARAT I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111315,JAWA BARAT II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111316,JAWA BARAT III,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111317,JAWA BARAT IV,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111318,JAWA BARAT IX,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111319,JAWA BARAT V,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111320,JAWA BARAT VI,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111321,JAWA BARAT VII,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111322,JAWA BARAT VIII,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111323,JAWA BARAT X,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111324,JAWA BARAT XI,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111325,JAWA TENGAH I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111326,JAWA TENGAH II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111327,JAWA TENGAH III,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111328,JAWA TENGAH IV,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111329,JAWA TENGAH IX,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111330,JAWA TENGAH V,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111331,JAWA TENGAH VI,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111332,JAWA TENGAH VII,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111333,JAWA TENGAH VIII,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111334,JAWA TENGAH X,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11511572,BEUTONG,1157,KOTA BAHAGIA,15,ACEH SELATAN,1,ACEH
111111335,JAWA TIMUR I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111336,JAWA TIMUR II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111337,JAWA TIMUR III,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111338,JAWA TIMUR IV,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111339,JAWA TIMUR IX,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111340,JAWA TIMUR V,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111341,JAWA TIMUR VI,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111342,JAWA TIMUR VII,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111343,JAWA TIMUR VIII,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111344,JAWA TIMUR X,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111345,JAWA TIMUR XI,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111346,KALIMANTAN BARAT I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111347,KALIMANTAN BARAT II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111348,KALIMANTAN SELATAN I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111349,KALIMANTAN SELATAN II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111350,KALIMANTAN TENGAH,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111351,KALIMANTAN TIMUR,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111352,KALIMANTAN UTARA,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111353,KEPULAUAN BANGKA BELITUNG,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111354,KEPULAUAN RIAU,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111355,LAMPUNG I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111356,LAMPUNG II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111357,MALUKU,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111358,MALUKU UTARA,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111359,NUSA TENGGARA BARAT I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111360,NUSA TENGGARA BARAT II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111361,NUSA TENGGARA TIMUR I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111362,NUSA TENGGARA TIMUR II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111363,PAPUA,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111364,PAPUA BARAT,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111365,RIAU I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111366,RIAU II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111367,SULAWESI BARAT,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111368,SULAWESI SELATAN I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111369,SULAWESI SELATAN II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111370,SULAWESI SELATAN III,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111371,SULAWESI TENGAH,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111372,SULAWESI TENGGARA,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111373,SULAWESI UTARA,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111374,SUMATERA BARAT I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111375,SUMATERA BARAT II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111376,SUMATERA SELATAN I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11811871,BUKIT,1187,KEBAYAKAN,18,ACEH TENGAH,1,ACEH
111111377,SUMATERA SELATAN II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111378,SUMATERA UTARA I,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111379,SUMATERA UTARA II,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
111111380,SUMATERA UTARA III,1113,JOHAN PAHLAWAN,11,ACEH BARAT,1,ACEH
11111141,ALUE LHEE,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
11111142,ALUE LHOK,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
11111143,ALUE ON,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
11111144,ALUE PEUDEUNG,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
11111145,ALUE TAMPAK,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
11111146,BABAH MEULABOH,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
11111147,BEUREUGANG,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
11111148,BLANG DALAM,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
11111149,BLANG GEUNANG,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111410,DRIEN CALEE,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111411,KEUDE ARON,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111412,KEUDE TANJONG,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111413,KEURAMAT,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111414,MAREK,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111415,MENUANG TANJONG,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111416,MESJID,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111417,MEUNASAH ARA,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111418,MEUNASAH BULOH,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111419,MEUNASAH GANTUNG,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111420,MEUNASAH RAMBOT,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111421,MEUNASAH RAYEUK,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111422,MUKO,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111423,PADANG MANCANG,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111424,PADANG SIKABU,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111425,PALIMBUNGAN,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111426,PASI ARA,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111427,PASI JAMBU,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111428,PASI JEUMPA,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111429,PASI KUMBANG,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111430,PASI MEUGAT,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111431,PASI TEUNGOH,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111432,PEUNIA,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111433,PUCOK PUNGKIE,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111434,PUNGKIE,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111435,PUTIM,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111436,PUUK,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111437,SAWANG TEUBEE,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111438,SIMPANG,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111439,TANJONG BUNGA,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111440,TANJONG MEULABOH,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111441,TEULADAN,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111442,TEUPIN PANAH,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
111111443,TUMPOK LADANG,1114,KAWAY XVI,11,ACEH BARAT,1,ACEH
11111151,BALEE,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
11111152,BUKIT JAYA,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
11111153,BULOH,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
11111154,GUNONG KLENG,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
11111155,LANGUNG,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
11111156,MESJID TUHA,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
11111157,MEUREUBO,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
11111158,PASI ACEH BAROH,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
11111159,PASI ACEH TUNONG,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111510,PASI MESJID,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111511,PASI PINANG,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111512,PAYA BARO RP.,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111513,PAYA PEUNAGA,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111514,PEUNAGA CUT UJONG,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111515,PEUNAGA PASI,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111516,PEUNAGA RAYEUK,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111517,PUCOK REUDEUP,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111518,PULO TEUNGOH,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111519,RANTO PANYANG BARAT,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111520,RANTO PANYANG TIMUR,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111521,RANUB DONG,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111522,REUDEUP,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111523,SUMBER BATU,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111524,UJONG DRIEN,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111525,UJONG TANJONG,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
111111526,UJONG TANOH DARAT,1115,MEUREUBO,11,ACEH BARAT,1,ACEH
11111161,ALUE KEUMANG,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
11111162,BABAH ISEUNG,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
11111163,BABAH KRUENG TEP LEP,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
11111164,BABAH LUENG,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
11111165,BERDIKARI,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
11111166,CANGGAI,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
11111167,GUNONG TAROK,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
11111168,JAMBAK,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
11111169,KEUDE SUWAK AWE,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111610,KEUTAMBANG,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111611,KRUENG BEUKAH,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111612,LANGO,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111613,LAWET,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111614,LHOK GUCI,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111615,LHOK SARI,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111616,MANJENG,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111617,MENUANG KINCO,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111618,PANTE CEUREMEN,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111619,PULO TEUNGOH MANYENG,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111620,SAWANG RAMBOT,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111621,SEUMANTOK,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111622,SEUMARA,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111623,SIKUNDO,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111624,SUAK AWE,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
111111625,TEGAL SARI,1116,PANTE CEUREUMEN,11,ACEH BARAT,1,ACEH
11111171,ACEH BARAT,1117,PANTON REU,11,ACEH BARAT,1,ACEH
11111172,ACEH BARAT DAYA,1117,PANTON REU,11,ACEH BARAT,1,ACEH
11111173,ACEH BESAR,1117,PANTON REU,11,ACEH BARAT,1,ACEH
11111174,ACEH JAYA,1117,PANTON REU,11,ACEH BARAT,1,ACEH
11111175,ACEH SELATAN,1117,PANTON REU,11,ACEH BARAT,1,ACEH
11111176,ACEH SINGKIL,1117,PANTON REU,11,ACEH BARAT,1,ACEH
11111177,ACEH TAMIANG,1117,PANTON REU,11,ACEH BARAT,1,ACEH
11111178,ACEH TENGAH,1117,PANTON REU,11,ACEH BARAT,1,ACEH
11111179,ACEH TENGGARA,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111710,ACEH TIMUR,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111711,ACEH UTARA,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111712,BENER MERIAH,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111713,BIREUEN,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111714,GAYO LUES,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111715,KOTA BANDA ACEH,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111716,KOTA LANGSA,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111717,KOTA LHOKSEUMAWE,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111718,KOTA SABANG,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111719,KOTA SUBULUSSALAM,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111720,NAGAN RAYA,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111721,PIDIE,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111722,PIDIE JAYA,1117,PANTON REU,11,ACEH BARAT,1,ACEH
111111723,SIMEULUE,1117,PANTON REU,11,ACEH BARAT,1,ACEH
11111181,ACEH BARAT,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
11111182,ACEH BARAT DAYA,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
11111183,ACEH BESAR,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
11111184,ACEH JAYA,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
11111185,ACEH SELATAN,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
11111186,ACEH SINGKIL,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
11111187,ACEH TAMIANG,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
11111188,ACEH TENGAH,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
11111189,ACEH TENGGARA,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111810,ACEH TIMUR,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111811,ACEH UTARA,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111812,BENER MERIAH,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111813,BIREUEN,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111814,GAYO LUES,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111815,KOTA BANDA ACEH,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111816,KOTA LANGSA,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111817,KOTA LHOKSEUMAWE,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111818,KOTA SABANG,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111819,KOTA SUBULUSSALAM,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111820,NAGAN RAYA,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111821,PIDIE,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111822,PIDIE JAYA,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
111111823,SIMEULUE,1118,SAMATIGA,11,ACEH BARAT,1,ACEH
11111191,DRIEN SIBAK,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
11111192,GASEU,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
11111193,GEUDONG,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
11111194,GLEUNG,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
11111195,GUNONG BULOH,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
11111196,KAJEUNG,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
11111197,LANCONG,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
11111198,LEUBOK BEUTONG,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
11111199,LUENG BARO,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
111111910,PUNGKIE,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
111111911,RAMITIE,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
111111912,SAKUY,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
111111913,SARAH PERLAK,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
111111914,SIPOT,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
111111915,TANOH MIRAH,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
111111916,TUNGKOP,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
111111917,TUTUT,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
111111918,TUWI SAYA,1119,SUNGAI MAS,11,ACEH BARAT,1,ACEH
111111101,ALUE BLANG,11110,WOYLA,11,ACEH BARAT,1,ACEH
111111102,ALUE PANYANG,11110,WOYLA,11,ACEH BARAT,1,ACEH
111111103,ALUE SIKAYA,11110,WOYLA,11,ACEH BARAT,1,ACEH
111111104,ALUE SUNDAK,11110,WOYLA,11,ACEH BARAT,1,ACEH
111111105,ARON BAROH,11110,WOYLA,11,ACEH BARAT,1,ACEH
111111106,ARON TUNONG,11110,WOYLA,11,ACEH BARAT,1,ACEH
111111107,BAKAT,11110,WOYLA,11,ACEH BARAT,1,ACEH
111111108,BLANG MEE,11110,WOYLA,11,ACEH BARAT,1,ACEH
111111109,COT KEUMUDEE,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111010,COT LAGAN BB,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111011,COT MURONG,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111012,COT SITUAH,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111013,DARUL HUDA,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111014,DRIN MANGKO,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111015,GEMPA RAYA,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111016,GLEE SIBLAH,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111017,GUNUNG HAMPA,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111018,GUNUNG RAMBONG,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111019,IE ITAM BAROH,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111020,IE ITAM TUNONG,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111021,JAWA,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111022,JAWI,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111023,KEULEUMBAH,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111024,KUALA BHEE,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111025,LHUNG TGK YAH,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111026,LUENG BULOH,11110,WOYLA,11,ACEH BARAT,1,ACEH
1111111027,LUENG JAWA,11110,WOYLA,11,ACEH BARAT,1,ACEH
